loss_train,accuracy_train,precision_train,recall_train,f1_train,TP_train,TN_train,FP_train,FN_train,loss_val,accuracy_val,precision_val,recall_val,f1_val,TP_val,TN_val,FP_val,FN_val,iteration
0.9348105313576686,0.5060655474662781,0.501196563243866,0.4984707236289978,0.4998299181461334,135921.0,142787.0,135272.0,136755.0,0.7054341142361322,0.517768919467926,0.5123069882392883,0.49815627932548523,0.5051325559616089,58091.0,64118.0,55300.0,58521.0,0
0.8134141670672368,0.509484589099884,0.5046830177307129,0.5003557205200195,0.5025100708007812,136435.0,144156.0,133903.0,136241.0,0.7062585590795123,0.5148921608924866,0.5055137276649475,0.830249011516571,0.6284083724021912,96817.0,24713.0,94705.0,19795.0,1
0.7596679718537468,0.5126403570175171,0.5079305768013,0.5014779567718506,0.5046836733818054,136741.0,145588.0,132471.0,135935.0,0.7011616055735015,0.5149811506271362,0.5053851008415222,0.8583164811134338,0.6361807584762573,100090.0,21461.0,97957.0,16522.0,2
0.7313364178468532,0.5154475569725037,0.5108548998832703,0.5019033551216125,0.5063395500183105,136857.0,147018.0,131041.0,135819.0,0.6919671579184676,0.530161440372467,0.5527676343917847,0.2567403018474579,0.3506271541118622,29939.0,95195.0,24223.0,86673.0,3
0.7148662474515456,0.5202484130859375,0.5158888697624207,0.503682017326355,0.5097123980522156,137342.0,149177.0,128882.0,135334.0,0.6888422296667728,0.5363174080848694,0.536662220954895,0.44995370507240295,0.4894978106021881,52470.0,74117.0,45301.0,64142.0,4
0.7061531742798768,0.5237836837768555,0.5196067690849304,0.5057284235954285,0.5125737190246582,137900.0,150566.0,127493.0,134776.0,0.6880354525436563,0.5387365818023682,0.5304374694824219,0.5783538818359375,0.5533603429794312,67443.0,59715.0,59703.0,49169.0,5
0.7008155735657866,0.5274659991264343,0.5235093832015991,0.5077527761459351,0.5155107378959656,138452.0,152042.0,126017.0,134224.0,0.6879263995365789,0.5392153263092041,0.5282943844795227,0.6286917328834534,0.5741370916366577,73313.0,53958.0,65460.0,43299.0,6
0.6970754904584755,0.5306508541107178,0.5269076824188232,0.5094874501228333,0.5180512070655823,138925.0,153323.0,124736.0,133751.0,0.6870160970158361,0.5434436202049255,0.5354213118553162,0.5736545324325562,0.5538789629936218,66895.0,61374.0,58044.0,49717.0,7
0.6943596967279836,0.5343096256256104,0.530808687210083,0.5119299292564392,0.5211983919143677,139591.0,154672.0,123387.0,133085.0,0.6886584430484758,0.5372325778007507,0.5635553002357483,0.2807772755622864,0.3748132586479187,32742.0,94061.0,25357.0,83870.0,8
0.6926333495779163,0.5370713472366333,0.5336988568305969,0.5147427916526794,0.5240494608879089,140358.0,155426.0,122633.0,132318.0,0.688989926062817,0.5373554229736328,0.5226663947105408,0.7330291867256165,0.6102270483970642,85480.0,41352.0,78066.0,31132.0,9
